,year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
611,1900,Shooting,Shooting,"MOREAUX, LÃ©on",FRA,Men,"free rifle, team",Bronze,1
537,1900,Rugby,Rugby,"NICOL, N.S.",GBR,Men,rugby,Silver,2
630,1900,Tennis,Tennis,"PREVOST, AndrÃ©",FRA,Men,doubles,Bronze,1
629,1900,Tennis,Tennis,"NORRIS, Arthur B.J.",GBR,Men,doubles,Bronze,1
628,1900,Tennis,Tennis,"MAHONY, Harold Sergerson",GBR,Men,doubles,Bronze,1
627,1900,Tennis,Tennis,"DE LA CHAPELLE, Georges",FRA,Men,doubles,Bronze,1
626,1900,Shooting,Shooting,"GUYOT, RenÃ©",FRA,Men,trap (125 targets),Silver,2
625,1900,Shooting,Shooting,"DE BARBARIN, Roger",FRA,Men,trap (125 targets),Gold,3
624,1900,Shooting,Shooting,"DE CLARY, Justinien",FRA,Men,trap (125 targets),Bronze,1
623,1900,Shooting,Shooting,"SEEBERG, Tom",NOR,Men,"free rifle, team",Silver,2
622,1900,Shooting,Shooting,"SAETHER, Ole Andreas",NOR,Men,"free rifle, team",Silver,2
621,1900,Shooting,Shooting,"ÃSTMO, Ole",NOR,Men,"free rifle, team",Silver,2
620,1900,Shooting,Shooting,"HERMANDSEN, Hellmer",NOR,Men,"free rifle, team",Silver,2
619,1900,Shooting,Shooting,"FRYDENLUND, Olaf Emil",NOR,Men,"free rifle, team",Silver,2
618,1900,Shooting,Shooting,"STÃHELI, Konrad",SUI,Men,"free rifle, team",Gold,3
631,1900,Tennis,Tennis,"DOHERTY, Hugh Lawrence",GBR,Men,doubles,Gold,3
617,1900,Shooting,Shooting,"RICHARDET, Louis-Marc",SUI,Men,"free rifle, team",Gold,3
615,1900,Shooting,Shooting,"GRÃTER, Alfred",SUI,Men,"free rifle, team",Gold,3
614,1900,Shooting,Shooting,"BÃCKLI, Franz",SUI,Men,"free rifle, team",Gold,3
613,1900,Shooting,Shooting,"THOMAS, RenÃ©",FRA,Men,"free rifle, team",Bronze,1
612,1900,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"free rifle, team",Bronze,1
408,1900,Football,Football,GRANDJEAN,FRA,Men,football,Silver,2
610,1900,Shooting,Shooting,"LECOQ, Maurice",FRA,Men,"free rifle, team",Bronze,1
609,1900,Shooting,Shooting,"CAVADINI, Auguste",FRA,Men,"free rifle, team",Bronze,1
608,1900,Shooting,Shooting,"ÃSTMO, Ole",NOR,Men,"army rifle, 300m, standing",Silver,2
607,1900,Shooting,Shooting,"MADSEN, Lars JÃ¶rgen",DEN,Men,"army rifle, 300m, standing",Gold,3
606,1900,Shooting,Shooting,"PAUMIER DU VERGIER, Charles",BEL,Men,"army rifle, 300m, standing",Bronze,1
605,1900,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, prone",Silver,2
604,1900,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"army rifle, 300m, prone",Gold,3
603,1900,Shooting,Shooting,"ÃSTMO, Ole",NOR,Men,"army rifle, 300m, prone",Bronze,1
616,1900,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"free rifle, team",Gold,3
602,1900,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, kneeling",Silver,2
632,1900,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,doubles,Gold,3
634,1900,Tennis,Tennis,"DECUGIS, Max",ZZX,Men,doubles,Silver,2
662,1900,Tug of War,Tug of War,"SARRADE, Emile",FRA,Men,tug of war,Silver,2
661,1900,Tug of War,Tug of War,"ROFFO, Joseph",FRA,Men,tug of war,Silver,2
660,1900,Tug of War,Tug of War,"HENRIQUEZ DE ZUBIERRA, Constantin",FRA,Men,tug of war,Silver,2
659,1900,Tug of War,Tug of War,"GONDOUIN, Charles",FRA,Men,tug of war,Silver,2
658,1900,Tug of War,Tug of War,"COLLAS, Jean",FRA,Men,tug of war,Silver,2
657,1900,Tug of War,Tug of War,"BASSET, Pierre",FRA,Men,tug of war,Silver,2
656,1900,Tug of War,Tug of War,"WINCKLER, Charles",ZZX,Men,tug of war,Gold,3
655,1900,Tug of War,Tug of War,"STAAF, Karl Gustav",ZZX,Men,tug of war,Gold,3
654,1900,Tug of War,Tug of War,"SÃDERSTRÃM, Gustaf",ZZX,Men,tug of war,Gold,3
653,1900,Tug of War,Tug of War,"SCHMIDT, Eugen",ZZX,Men,tug of war,Gold,3
652,1900,Tug of War,Tug of War,"NILSSON, August",ZZX,Men,tug of war,Gold,3
651,1900,Tug of War,Tug of War,"AABYE, Edgar",ZZX,Men,tug of war,Gold,3
650,1900,Tennis,Tennis,"PREVOST, HÃ©lÃ¨ne",FRA,Women,singles,Silver,2
633,1900,Tennis,Tennis,"DE GARMENDIA, Basil Spalding",ZZX,Men,doubles,Silver,2
649,1900,Tennis,Tennis,"COOPER, Charlotte",GBR,Women,singles,Gold,3
647,1900,Tennis,Tennis,"JONES, Marion",USA,Women,singles,Bronze,1
646,1900,Tennis,Tennis,"MAHONY, Harold Sergerson",GBR,Men,singles,Silver,2
645,1900,Tennis,Tennis,"DOHERTY, Hugh Lawrence",GBR,Men,singles,Gold,3
644,1900,Tennis,Tennis,"NORRIS, Arthur B.J.",GBR,Men,singles,Bronze,1
643,1900,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,singles,Bronze,1
642,1900,Tennis,Tennis,"PREVOST, HÃ©lÃ¨ne",ZZX,Women,mixed doubles,Silver,2
641,1900,Tennis,Tennis,"COOPER, Charlotte",GBR,Women,mixed doubles,Gold,3
640,1900,Tennis,Tennis,"ROSENBAUM, Hedwig",ZZX,Women,mixed doubles,Bronze,1
639,1900,Tennis,Tennis,"JONES, Marion",ZZX,Women,mixed doubles,Bronze,1
638,1900,Tennis,Tennis,"MAHONY, Harold Sergerson",ZZX,Men,mixed doubles,Silver,2
637,1900,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,mixed doubles,Gold,3
636,1900,Tennis,Tennis,"WARDEN, Archibald A.",ZZX,Men,mixed doubles,Bronze,1
635,1900,Tennis,Tennis,"DOHERTY, Hugh Lawrence",ZZX,Men,mixed doubles,Bronze,1
648,1900,Tennis,Tennis,"ROSENBAUM, Hedwig",BOH,Women,singles,Bronze,1
601,1900,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"army rifle, 300m, kneeling",Silver,2
600,1900,Shooting,Shooting,"STÃHELI, Konrad",SUI,Men,"army rifle, 300m, kneeling",Gold,3
599,1900,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, 3 positions",Silver,2
565,1900,Sailing,Sailing,"GUFFLET, Maurice",FRA,Men,3-10t,Silver,2
564,1900,Sailing,Sailing,"TAYLOR, Howard",GBR,Men,3-10t,Gold,3
563,1900,Sailing,Sailing,"MACHENRY, M.",USA,Men,3-10t,Bronze,1
562,1900,Sailing,Sailing,"LE DUC DECAZES, Jean",FRA,Men,10-20t,Silver,2
561,1900,Sailing,Sailing,"PERQUER, P.",FRA,Men,10-20t,Gold,3
560,1900,Sailing,Sailing,"BILLARD, Emile",FRA,Men,10-20t,Gold,3
559,1900,Sailing,Sailing,"HORE, Edward",GBR,Men,10-20t,Bronze,1
558,1900,Sailing,Sailing,VALTON,FRA,Men,0.5-1t,Silver,2
557,1900,Sailing,Sailing,"MARTIN, William",FRA,Men,0.5-1t,Silver,2
556,1900,Sailing,Sailing,MARCOTTE,FRA,Men,0.5-1t,Silver,2
555,1900,Sailing,Sailing,"LEBRET, Jean",FRA,Men,0.5-1t,Silver,2
554,1900,Sailing,Sailing,"BAUDRIER, Jacques",FRA,Men,0.5-1t,Silver,2
553,1900,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",GBR,Men,0.5-1t,Gold,3
566,1900,Sailing,Sailing,"MICHELET, E.",FRA,Men,open class,Bronze,1
552,1900,Sailing,Sailing,"HOPE, Linton",GBR,Men,0.5-1t,Gold,3
550,1900,Sailing,Sailing,"MICHELET, F.",FRA,Men,0.5-1t,Bronze,1
549,1900,Sailing,Sailing,"MICHELET, E.",FRA,Men,0.5-1t,Bronze,1
548,1900,Rugby,Rugby,"WILSON, Francis Henry",GBR,Men,rugby,Silver,2
547,1900,Rugby,Rugby,"WHITTINDALE, Raymond",GBR,Men,rugby,Silver,2
546,1900,Rugby,Rugby,"WHITTINDALE, Claud",GBR,Men,rugby,Silver,2
545,1900,Rugby,Rugby,"WENDEROTH, Georg",GER,Men,rugby,Silver,2
544,1900,Rugby,Rugby,"WALLIS, J.G.",GBR,Men,rugby,Silver,2
543,1900,Rugby,Rugby,"TALBOT, M.W.",GBR,Men,rugby,Silver,2
542,1900,Rugby,Rugby,"STOCKHAUSEN, Adolf",GER,Men,rugby,Silver,2
541,1900,Rugby,Rugby,"SMITH, V.",GBR,Men,rugby,Silver,2
540,1900,Rugby,Rugby,"SCHMIERER, August",GER,Men,rugby,Silver,2
539,1900,Rugby,Rugby,"REITZ, Heinrich",GER,Men,rugby,Silver,2
538,1900,Rugby,Rugby,"POPPE, Eduard",GER,Men,rugby,Silver,2
551,1900,Sailing,Sailing,"GRETTON, John H.",GBR,Men,0.5-1t,Gold,3
567,1900,Sailing,Sailing,"MICHELET, F.",FRA,Men,open class,Bronze,1
568,1900,Sailing,Sailing,"GRETTON, John H.",GBR,Men,open class,Gold,3
569,1900,Sailing,Sailing,"HOPE, Linton",GBR,Men,open class,Gold,3
598,1900,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"army rifle, 300m, 3 positions",Gold,3
597,1900,Shooting,Shooting,"VAN ASBROECK, Paul",BEL,Men,"army rifle, 300m, 3 positions",Bronze,1
596,1900,Shooting,Shooting,"ÃSTMO, Ole",NOR,Men,"army rifle, 300m, 3 positions",Bronze,1
595,1900,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,50m pistol (60 shots),Silver,2
594,1900,Shooting,Shooting,"RÃDERER, Karl Konrad",SUI,Men,50m pistol (60 shots),Gold,3
593,1900,Shooting,Shooting,"STÃHELI, Konrad",SUI,Men,50m pistol (60 shots),Bronze,1
592,1900,Shooting,Shooting,TRINITE,FRA,Men,"50m army pistol, team",Silver,2
591,1900,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"50m army pistol, team",Silver,2
590,1900,Shooting,Shooting,"MOREAUX, LÃ©on",FRA,Men,"50m army pistol, team",Silver,2
589,1900,Shooting,Shooting,"LECOQ, Maurice",FRA,Men,"50m army pistol, team",Silver,2
588,1900,Shooting,Shooting,"DUFFOY, Louis",FRA,Men,"50m army pistol, team",Silver,2
587,1900,Shooting,Shooting,"STÃHELI, Konrad",SUI,Men,"50m army pistol, team",Gold,3
586,1900,Shooting,Shooting,"RÃDERER, Karl Konrad",SUI,Men,"50m army pistol, team",Gold,3
585,1900,Shooting,Shooting,"RICHARDET, Louis-Marc",SUI,Men,"50m army pistol, team",Gold,3
584,1900,Shooting,Shooting,"PROBST, Paul",SUI,Men,"50m army pistol, team",Gold,3
583,1900,Shooting,Shooting,"LÃTHI, Friedrich",SUI,Men,"50m army pistol, team",Gold,3
582,1900,Shooting,Shooting,"VAN HAAN, Gerardus",NED,Men,"50m army pistol, team",Bronze,1
581,1900,Shooting,Shooting,"VAN DEN BERGH, Solko Johannes",NED,Men,"50m army pistol, team",Bronze,1
580,1900,Shooting,Shooting,"SWEYS, Anthony Ahasuerus",NED,Men,"50m army pistol, team",Bronze,1
579,1900,Shooting,Shooting,"SILLEM, Henrik",NED,Men,"50m army pistol, team",Bronze,1
578,1900,Shooting,Shooting,"BOUWENS, Antonius",NED,Men,"50m army pistol, team",Bronze,1
577,1900,Shooting,Shooting,"MOREAUX, LÃ©on",FRA,Men,25m rapid fire pistol (60 shots),Silver,2
576,1900,Shooting,Shooting,"LARROUY, Maurice",FRA,Men,25m rapid fire pistol (60 shots),Gold,3
575,1900,Shooting,Shooting,"BALME, EugÃ¨ne",FRA,Men,25m rapid fire pistol (60 shots),Bronze,1
574,1900,Sailing,Sailing,"WIESNER, Martin",GER,Men,open class,Silver,2
573,1900,Sailing,Sailing,"WEISE, Ottokar",GER,Men,open class,Silver,2
572,1900,Sailing,Sailing,"PETERS, Heinrich",GER,Men,open class,Silver,2
571,1900,Sailing,Sailing,"NAUE, Georg",GER,Men,open class,Silver,2
570,1900,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",GBR,Men,open class,Gold,3
536,1900,Rugby,Rugby,"MÃLLER, Fritz",GER,Men,rugby,Silver,2
407,1900,Football,Football,"GARNIER, RenÃ©",FRA,Men,football,Silver,2
448,1900,Rowing,Rowing,"HEDLEY, Edward",USA,Men,eight with coxswain (8+),Gold,3
405,1900,Football,Football,FRAYSSE,FRA,Men,football,Silver,2
243,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,200m hurdles,Gold,3
242,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,200m hurdles,Bronze,1
241,1900,Athletics,Athletics,"PRITCHARD, Norman",IND,Men,200m,Silver,2
240,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,200m,Gold,3
239,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,200m,Bronze,1
238,1900,Athletics,Athletics,"DELOGE, Henri",FRA,Men,1500m,Silver,2
237,1900,Athletics,Athletics,"BENNETT, Charles",GBR,Men,1500m,Gold,3
236,1900,Athletics,Athletics,"BRAY, John",USA,Men,1500m,Bronze,1
235,1900,Athletics,Athletics,"MCLEAN, John",USA,Men,110m hurdles,Silver,2
234,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,110m hurdles,Gold,3
233,1900,Athletics,Athletics,"MOLONEY, Frederick",USA,Men,110m hurdles,Bronze,1
232,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,100m,Silver,2
231,1900,Athletics,Athletics,"JARVIS, Francis",USA,Men,100m,Gold,3
244,1900,Athletics,Athletics,"PRITCHARD, Norman",IND,Men,200m hurdles,Silver,2
230,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,100m,Bronze,1
228,1900,Archery,Archery,"GRUMIAUX, Emile",FRA,Men,sur la perche Ã  la pyramide,Gold,3
227,1900,Archery,Archery,"GLINEUX, Louis",BEL,Men,sur la perche Ã  la pyramide,Bronze,1
226,1900,Archery,Archery,"SERRURIER, Auguste",FRA,Men,sur la perche Ã  la herse,Silver,2
225,1900,Archery,Archery,"DRUART, Jr.",BEL,Men,sur la perche Ã  la herse,Silver,2
224,1900,Archery,Archery,"FOULON, Emmanuel",BEL,Men,sur la perche Ã  la herse,Gold,3
223,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au cordon dorÃ©, 50m",Silver,2
222,1900,Archery,Archery,"HEROUIN, Henri",FRA,Men,"au cordon dorÃ©, 50m",Gold,3
221,1900,Archery,Archery,"FISSEUX, Emile",FRA,Men,"au cordon dorÃ©, 50m",Bronze,1
220,1900,Archery,Archery,"THIBAUD, Victor",FRA,Men,"au cordon dorÃ©, 33m",Silver,2
219,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au cordon dorÃ©, 33m",Gold,3
218,1900,Archery,Archery,"PETIT, Charles FrÃ©dÃ©ric",FRA,Men,"au cordon dorÃ©, 33m",Bronze,1
217,1900,Archery,Archery,"HELLE, Henri",FRA,Men,"au chapelet, 50m",Silver,2
216,1900,Archery,Archery,"MOUGIN, EugÃ¨ne",FRA,Men,"au chapelet, 50m",Gold,3
229,1900,Archery,Archery,"SERRURIER, Auguste",FRA,Men,sur la perche Ã  la pyramide,Silver,2
215,1900,Archery,Archery,"MERCIER, Emile",FRA,Men,"au chapelet, 50m",Bronze,1
245,1900,Athletics,Athletics,"CHASTANIE, Jacques",FRA,Men,3000m steeplechase,Bronze,1
247,1900,Athletics,Athletics,"ROBINSON, Sidney",GBR,Men,3000m steeplechase,Silver,2
275,1900,Athletics,Athletics,"JANDA, Frantisek",BOH,Men,discus throw,Silver,2
274,1900,Athletics,Athletics,"BAUER, Rudolf",HUN,Men,discus throw,Gold,3
273,1900,Athletics,Athletics,"SHELDON, Richard",USA,Men,discus throw,Bronze,1
272,1900,Athletics,Athletics,"CREGAN, John",USA,Men,800m,Silver,2
271,1900,Athletics,Athletics,"TYSOE, Alfred",GBR,Men,800m,Gold,3
270,1900,Athletics,Athletics,"HALL, David",USA,Men,800m,Bronze,1
269,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,60m,Silver,2
268,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,60m,Gold,3
267,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,60m,Bronze,1
266,1900,Athletics,Athletics,"RAGUENEAU, Gaston",FRA,Men,5000m team,Silver,2
265,1900,Athletics,Athletics,"DELOGE, Henri",FRA,Men,5000m team,Silver,2
264,1900,Athletics,Athletics,"CHASTANIE, Jacques",FRA,Men,5000m team,Silver,2
263,1900,Athletics,Athletics,"CHAMPOUDRY, Michel",FRA,Men,5000m team,Silver,2
246,1900,Athletics,Athletics,"ORTON, George",CAN,Men,3000m steeplechase,Gold,3
262,1900,Athletics,Athletics,"CASTANET, AndrÃ©",FRA,Men,5000m team,Silver,2
260,1900,Athletics,Athletics,"ROWLEY, Stanley",ZZX,Men,5000m team,Gold,3
259,1900,Athletics,Athletics,"ROBINSON, Sidney",ZZX,Men,5000m team,Gold,3
258,1900,Athletics,Athletics,"RIMMER, John",ZZX,Men,5000m team,Gold,3
257,1900,Athletics,Athletics,"BENNETT, Charles",ZZX,Men,5000m team,Gold,3
256,1900,Athletics,Athletics,"TAUZIN, Henri",FRA,Men,400m hurdles,Silver,2
255,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,400m hurdles,Gold,3
254,1900,Athletics,Athletics,"ORTON, George",CAN,Men,400m hurdles,Bronze,1
253,1900,Athletics,Athletics,"HOLLAND, William",USA,Men,400m,Silver,2
252,1900,Athletics,Athletics,"LONG, Maxwell W.Maxey",USA,Men,400m,Gold,3
251,1900,Athletics,Athletics,"SCHULTZ, Ernst",DEN,Men,400m,Bronze,1
250,1900,Athletics,Athletics,"BENNETT, Charles",GBR,Men,4000m steeplechase,Silver,2
249,1900,Athletics,Athletics,"RIMMER, John",GBR,Men,4000m steeplechase,Gold,3
248,1900,Athletics,Athletics,"ROBINSON, Sidney",GBR,Men,4000m steeplechase,Bronze,1
261,1900,Athletics,Athletics,"TYSOE, Alfred",ZZX,Men,5000m team,Gold,3
214,1900,Archery,Archery,"THIBAUD, Victor",FRA,Men,"au chapelet, 33m",Silver,2
213,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au chapelet, 33m",Gold,3
212,1900,Archery,Archery,"PETIT, Charles FrÃ©dÃ©ric",FRA,Men,"au chapelet, 33m",Bronze,1
178,1900,Aquatics,Swimming,"MARTIN, Louis",FRA,Men,4000m freestyle,Bronze,1
177,1900,Aquatics,Swimming,VERBECKE,FRA,Men,200m team swimming,Silver,2
176,1900,Aquatics,Swimming,"HOCHEPIED, Victor",FRA,Men,200m team swimming,Silver,2
175,1900,Aquatics,Swimming,"HOCHEPIED, Maurice",FRA,Men,200m team swimming,Silver,2
174,1900,Aquatics,Swimming,CADET,FRA,Men,200m team swimming,Silver,2
173,1900,Aquatics,Swimming,BERTRAND,FRA,Men,200m team swimming,Silver,2
172,1900,Aquatics,Swimming,"VON PETERSDORFF, Herbert",GER,Men,200m team swimming,Gold,3
171,1900,Aquatics,Swimming,"SCHÃNE, Max",GER,Men,200m team swimming,Gold,3
170,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Men,200m team swimming,Gold,3
169,1900,Aquatics,Swimming,"HAINLE, Max",GER,Men,200m team swimming,Gold,3
168,1900,Aquatics,Swimming,"FREY, Julius",GER,Men,200m team swimming,Gold,3
167,1900,Aquatics,Swimming,TARTARA,FRA,Men,200m team swimming,Bronze,1
166,1900,Aquatics,Swimming,"MERCHEZ, DÃ©sirÃ©",FRA,Men,200m team swimming,Bronze,1
179,1900,Aquatics,Swimming,"JARVIS, John Arthur",GBR,Men,4000m freestyle,Gold,3
165,1900,Aquatics,Swimming,"MARTIN, Louis",FRA,Men,200m team swimming,Bronze,1
163,1900,Aquatics,Swimming,HOUBEN,FRA,Men,200m team swimming,Bronze,1
162,1900,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,200m obstacle event,Silver,2
406,1900,Football,Football,GAILLARD,FRA,Men,football,Silver,2
160,1900,Aquatics,Swimming,"KEMP, Peter",GBR,Men,200m obstacle event,Bronze,1
159,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,200m freestyle,Silver,2
158,1900,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Men,200m freestyle,Gold,3
157,1900,Aquatics,Swimming,"RUBERL, Karl",AUT,Men,200m freestyle,Bronze,1
156,1900,Aquatics,Swimming,"RUBERL, Karl",AUT,Men,200m backstroke,Silver,2
155,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Men,200m backstroke,Gold,3
154,1900,Aquatics,Swimming,"DROST, Johannes",NED,Men,200m backstroke,Bronze,1
153,1900,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,1500m freestyle,Silver,2
152,1900,Aquatics,Swimming,"JARVIS, John Arthur",GBR,Men,1500m freestyle,Gold,3
151,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,1500m freestyle,Bronze,1
164,1900,Aquatics,Swimming,"LEUILLIEUX, Jean",FRA,Men,200m team swimming,Bronze,1
180,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,4000m freestyle,Silver,2
181,1900,Aquatics,Swimming,"LYKKEBERG, Peder",DEN,Men,underwater swimming,Bronze,1
182,1900,Aquatics,Swimming,"DE VENDEVILLE, Charles",FRA,Men,underwater swimming,Gold,3
211,1900,Aquatics,Water polo,"SONNEMANS, Victor",BEL,Men,water polo,Silver,2
210,1900,Aquatics,Water polo,"MICHANT, Albert",BEL,Men,water polo,Silver,2
209,1900,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Men,water polo,Silver,2
208,1900,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Men,water polo,Silver,2
207,1900,Aquatics,Water polo,"DE BEHR, Victor",BEL,Men,water polo,Silver,2
206,1900,Aquatics,Water polo,"DE BACKER, Jean",BEL,Men,water polo,Silver,2
205,1900,Aquatics,Water polo,"COHEN, Henri",BEL,Men,water polo,Silver,2
204,1900,Aquatics,Water polo,"WILKINSON, George",GBR,Men,water polo,Gold,3
203,1900,Aquatics,Water polo,"ROBINSON, Eric",GBR,Men,water polo,Gold,3
202,1900,Aquatics,Water polo,"ROBERTSON, Arthur",GBR,Men,water polo,Gold,3
201,1900,Aquatics,Water polo,"LISTER, William",GBR,Men,water polo,Gold,3
200,1900,Aquatics,Water polo,"KEMP, Peter",GBR,Men,water polo,Gold,3
199,1900,Aquatics,Water polo,"DERBYSHIRE, John Henry",GBR,Men,water polo,Gold,3
198,1900,Aquatics,Water polo,"COE, Thomas",GBR,Men,water polo,Gold,3
197,1900,Aquatics,Water polo,"VASSEUR, Paul",FRA,Men,water polo,Bronze,1
196,1900,Aquatics,Water polo,"TREFFEL, Charles",FRA,Men,water polo,Bronze,1
195,1900,Aquatics,Water polo,PESLOY,FRA,Men,water polo,Bronze,1
194,1900,Aquatics,Water polo,"PESLIER, Henri",FRA,Men,water polo,Bronze,1
193,1900,Aquatics,Water polo,"MERCHEZ, DÃ©sirÃ©",FRA,Men,water polo,Bronze,1
192,1900,Aquatics,Water polo,"MARTIN, Louis",FRA,Men,water polo,Bronze,1
191,1900,Aquatics,Water polo,LERICHE,FRA,Men,water polo,Bronze,1
190,1900,Aquatics,Water polo,"LAUFRAY, Louis",FRA,Men,water polo,Bronze,1
189,1900,Aquatics,Water polo,FAVIER,FRA,Men,water polo,Bronze,1
188,1900,Aquatics,Water polo,FARDELLE,FRA,Men,water polo,Bronze,1
187,1900,Aquatics,Water polo,DEVENOT,FRA,Men,water polo,Bronze,1
186,1900,Aquatics,Water polo,"DECUYPER, Alphonse",FRA,Men,water polo,Bronze,1
185,1900,Aquatics,Water polo,COULON,FRA,Men,water polo,Bronze,1
184,1900,Aquatics,Water polo,"BURGESS, Thomas",FRA,Men,water polo,Bronze,1
183,1900,Aquatics,Swimming,"SIX, AndrÃ©",FRA,Men,underwater swimming,Silver,2
276,1900,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,hammer throw,Bronze,1
277,1900,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,hammer throw,Gold,3
161,1900,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Men,200m obstacle event,Gold,3
279,1900,Athletics,Athletics,"GÃNCZY, Lajos",HUN,Men,high jump,Bronze,1
372,1900,Fencing,Fencing,"FLESCH, Siegfried",AUT,Men,sabre individual,Bronze,1
371,1900,Fencing,Fencing,"KIRCHHOFFER, Alphonse",FRA,Men,"foil, masters",Silver,2
370,1900,Fencing,Fencing,"MERIGNAC, Lucien",FRA,Men,"foil, masters",Gold,3
369,1900,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",FRA,Men,"foil, masters",Bronze,1
368,1900,Fencing,Fencing,"MASSON, Henri",FRA,Men,foil individual,Silver,2
367,1900,Fencing,Fencing,"COSTE, Emile",FRA,Men,foil individual,Gold,3
366,1900,Fencing,Fencing,"BOULENGER, Marcel Jacques",FRA,Men,foil individual,Bronze,1
365,1900,Fencing,Fencing,"BOUGNOL, Emile",FRA,Men,"Ã©pÃ©e, masters",Silver,2
364,1900,Fencing,Fencing,"AYAT, Albert",FRA,Men,"Ã©pÃ©e, masters",Gold,3
363,1900,Fencing,Fencing,"LAURENT, Henri",FRA,Men,"Ã©pÃ©e, masters",Bronze,1
362,1900,Fencing,Fencing,"FONST, Ramon",CUB,Men,"Ã©pÃ©e, amateurs and masters",Silver,2
361,1900,Fencing,Fencing,"AYAT, Albert",FRA,Men,"Ã©pÃ©e, amateurs and masters",Gold,3
360,1900,Fencing,Fencing,"SEE, LÃ©on",FRA,Men,"Ã©pÃ©e, amateurs and masters",Bronze,1
373,1900,Fencing,Fencing,"DE LA FALAISE, Georges",FRA,Men,sabre individual,Gold,3
359,1900,Fencing,Fencing,"PERREE, Louis",FRA,Men,Ã©pÃ©e individual,Silver,2
357,1900,Fencing,Fencing,"SEE, LÃ©on",FRA,Men,Ã©pÃ©e individual,Bronze,1
356,1900,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,long jump individual,Silver,2
355,1900,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",BEL,Men,long jump individual,Gold,3
354,1900,Equestrian,Jumping,DE BELLEGARDE,FRA,Men,long jump individual,Bronze,1
353,1900,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,individual,Silver,2
352,1900,Equestrian,Jumping,"HAEGEMAN, AimÃ©",BEL,Men,individual,Gold,3
351,1900,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",FRA,Men,individual,Bronze,1
350,1900,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,high jump,Gold,3
349,1900,Equestrian,Jumping,"GARDERES, Dominique Maximien",FRA,Men,high jump,Gold,3
348,1900,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,high jump,Bronze,1
347,1900,Cycling,Cycling Track,"SANZ, Fernand",FRA,Men,Sprint indivual,Silver,2
346,1900,Cycling,Cycling Track,"TAILLANDIER, Georges",FRA,Men,Sprint indivual,Gold,3
345,1900,Cycling,Cycling Track,"LAKE, John Henry",USA,Men,Sprint indivual,Bronze,1
